NDC Description,NDC,Effective_Date,OTC,Pricing_Unit,Classification_for_Rate_Setting,Corresponding_Generic_Drug_Effective_Date,Explanation_Code,NADAC_Per_Unit,Corresponding_Generic_Drug_NADAC_Per_Unit
ACETAMINOPHEN 325 MG TABLET,51645070310,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02033,
ACETAMINOPHEN 325 MG TABLET,51645070310,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.01720,
ACETAMINOPHEN 325 MG TABLET,51645070399,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.01830,
ACETAMINOPHEN 325 MG TABLET,51645070399,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.01740,
ACETAMINOPHEN 325 MG TABLET,51645070399,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.01912,
ACETAMINOPHEN 325 MG TABLET,51645070399,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.01687,
ACETAMINOPHEN 325 MG TABLET,51645070399,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02081,
ACETAMINOPHEN 325 MG TABLET,51645070399,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02026,
ACETAMINOPHEN 325 MG TABLET,51645070399,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.01623,
ACETAMINOPHEN 325 MG TABLET,51645070399,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.01822,
ACETAMINOPHEN 325 MG TABLET,51645070399,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02033,
ACETAMINOPHEN 325 MG TABLET,51645070399,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.01720,
ACETAMINOPHEN 325 MG TABLET,63739044001,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.01830,
ACETAMINOPHEN 325 MG TABLET,63739044001,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.01740,
ACETAMINOPHEN 325 MG TABLET,63739044001,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.01912,
ACETAMINOPHEN 325 MG TABLET,63739044001,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.01687,
ACETAMINOPHEN 325 MG TABLET,63739044001,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02081,
ACETAMINOPHEN 325 MG TABLET,63739044001,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02026,
ACETAMINOPHEN 325 MG TABLET,63739044001,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.01623,
ACETAMINOPHEN 325 MG TABLET,63739044001,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.01822,
ACETAMINOPHEN 325 MG TABLET,63739044001,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02033,
ACETAMINOPHEN 325 MG TABLET,63739044001,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.01720,
ACETAMINOPHEN 325 MG TABLET,70000015202,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.01830,
ACETAMINOPHEN 325 MG TABLET,70000037401,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.01830,
ACETAMINOPHEN 325 MG TABLET,70000037401,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.01740,
ACETAMINOPHEN 325 MG TABLET,70000037401,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.01912,
ACETAMINOPHEN 325 MG TABLET,70000037401,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.01687,
ACETAMINOPHEN 325 MG TABLET,70000037401,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02081,
ACETAMINOPHEN 325 MG TABLET,70000037401,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02026,
ACETAMINOPHEN 325 MG TABLET,70000037401,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.01623,
ACETAMINOPHEN 325 MG TABLET,70000037401,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.01822,
ACETAMINOPHEN 325 MG TABLET,70000037401,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02033,
ACETAMINOPHEN 325 MG TABLET,70000037401,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.01720,
ACETAMINOPHEN 500 MG CAPLET,00904672024,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG CAPLET,00904672024,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG CAPLET,00904672024,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG CAPLET,00904672024,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG CAPLET,00904672024,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,00904672024,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG CAPLET,00904672024,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG CAPLET,00904672024,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG CAPLET,00904672024,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG CAPLET,00904672024,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,00904672040,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG CAPLET,00904672040,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG CAPLET,00904672040,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG CAPLET,00904672040,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG CAPLET,00904672040,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,00904672040,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG CAPLET,00904672040,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG CAPLET,00904672040,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG CAPLET,00904672040,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG CAPLET,00904672040,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,00904672051,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG CAPLET,00904672051,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG CAPLET,00904672051,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG CAPLET,00904672051,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG CAPLET,00904672051,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,00904672051,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG CAPLET,00904672051,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG CAPLET,00904672051,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG CAPLET,00904672051,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG CAPLET,00904672051,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,00904672059,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG CAPLET,00904672059,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG CAPLET,00904672059,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG CAPLET,00904672059,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG CAPLET,00904672059,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,00904672059,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG CAPLET,00904672059,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG CAPLET,00904672059,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG CAPLET,00904672059,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG CAPLET,00904672059,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,00904672060,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG CAPLET,00904672060,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG CAPLET,00904672060,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG CAPLET,00904672060,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG CAPLET,00904672060,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,00904672060,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG CAPLET,00904672060,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG CAPLET,00904672060,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG CAPLET,00904672060,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG CAPLET,00904672060,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,00904672080,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG CAPLET,00904672080,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG CAPLET,00904672080,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG CAPLET,00904672080,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG CAPLET,00904672080,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,00904672080,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG CAPLET,00904672080,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG CAPLET,00904672080,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG CAPLET,00904672080,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG CAPLET,00904672080,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,51645070501,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG CAPLET,51645070501,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG CAPLET,51645070501,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG CAPLET,51645070501,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG CAPLET,51645070501,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,51645070501,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG CAPLET,51645070501,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG CAPLET,51645070501,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG CAPLET,51645070501,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG CAPLET,51645070501,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,51645070510,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG CAPLET,51645070510,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG CAPLET,51645070510,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG CAPLET,51645070510,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG CAPLET,51645070510,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,51645070510,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG CAPLET,51645070510,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG CAPLET,51645070510,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG CAPLET,51645070510,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG CAPLET,51645070510,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,70000037301,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG CAPLET,70000037301,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG CAPLET,70000037301,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG CAPLET,70000037301,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG CAPLET,70000037301,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,70000037301,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG CAPLET,70000037301,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG CAPLET,70000037301,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG CAPLET,70000037301,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG CAPLET,70000037301,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,70000037302,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG CAPLET,70000037302,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG CAPLET,70000037302,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG CAPLET,70000037302,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG CAPLET,70000037302,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,70000037302,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG CAPLET,70000037302,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG CAPLET,70000037302,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG CAPLET,70000037302,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG CAPLET,70000037302,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,70000037303,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG CAPLET,70000037303,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG CAPLET,70000037303,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG CAPLET,70000037303,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG CAPLET,70000037303,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,70000037303,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG CAPLET,70000037303,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG CAPLET,70000037303,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG CAPLET,70000037303,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG CAPLET,70000037303,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,70000037304,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG CAPLET,70000037304,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG CAPLET,70000037304,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG CAPLET,70000037304,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG CAPLET,70000037304,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,70000037304,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG CAPLET,70000037304,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG CAPLET,70000037304,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG CAPLET,70000037304,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG CAPLET,70000037304,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,70000037305,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG CAPLET,70000037305,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG CAPLET,70000037305,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG CAPLET,70000037305,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG CAPLET,70000037305,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG CAPLET,70000037305,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG CAPLET,70000037305,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG CAPLET,70000037305,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG CAPLET,70000037305,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG CAPLET,70000037305,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG GELCAP,00536129229,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02778,
ACETAMINOPHEN 500 MG GELCAP,00536129229,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG GELCAP,00904674959,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG GELCAP,00904674959,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG GELCAP,00904674959,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG GELCAP,00904674959,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG GELCAP,00904674959,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG GELCAP,00904674959,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG GELCAP,00904674959,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG GELCAP,00904674959,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG GELCAP,00904674959,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG GELCAP,00904674959,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG GELCAP,70000031202,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG GELCAP,70000031202,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG GELCAP,70000031202,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG GELCAP,70000031202,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG GELCAP,70000031202,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG GELCAP,70000031202,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG GELCAP,70000031202,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG GELCAP,70000031202,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG GELCAP,70000031202,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02759,
ACETAMINOPHEN 500 MG GELCAP,70000031202,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG GELCAP,70000031203,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG GELCAP,70000031203,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG GELCAP,70000031203,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG GELCAP,70000031203,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG GELCAP,70000031203,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG GELCAP,70000031203,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG GELCAP,70000031203,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG GELCAP,70000031203,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG GELCAP,70000031203,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG GELCAP,70000031203,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG GELCAP,70000044601,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG GELCAP,70000044601,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG GELCAP,70000044601,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG GELCAP,70000044601,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG GELCAP,70000044601,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG GELCAP,70000044601,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG GELCAP,70000044601,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG GELCAP,70000044601,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG GELCAP,70000044601,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG GELCAP,70000044601,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG GELCAP,70000044602,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG GELCAP,70000044602,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG GELCAP,70000044602,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG GELCAP,70000044602,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG GELCAP,70000044602,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG GELCAP,70000044602,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG GELCAP,70000044602,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG GELCAP,70000044602,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG GELCAP,70000044602,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG GELCAP,70000044602,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG GELCAP,70000044603,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG GELCAP,70000044603,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
ACETAMINOPHEN 500 MG GELCAP,70000044603,03/01/2020 12:00:00 AM,Y,EA,G,,1,0.02588,
ACETAMINOPHEN 500 MG GELCAP,70000044603,04/01/2020 12:00:00 AM,Y,EA,G,,1,0.02599,
ACETAMINOPHEN 500 MG GELCAP,70000044603,05/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG GELCAP,70000044603,06/01/2020 12:00:00 AM,Y,EA,G,,1,0.02705,
ACETAMINOPHEN 500 MG GELCAP,70000044603,07/01/2020 12:00:00 AM,Y,EA,G,,1,0.02915,
ACETAMINOPHEN 500 MG GELCAP,70000044603,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.02663,
ACETAMINOPHEN 500 MG GELCAP,70000044603,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.02807,
ACETAMINOPHEN 500 MG GELCAP,70000044603,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.02674,
ACETAMINOPHEN 500 MG SOFTGEL,70000050901,06/01/2020 12:00:00 AM,Y,EA,G,,4,0.03413,
ACETAMINOPHEN 500 MG SOFTGEL,70000050901,08/01/2020 12:00:00 AM,Y,EA,G,,1,0.04405,
ACETAMINOPHEN 500 MG SOFTGEL,70000050901,09/01/2020 12:00:00 AM,Y,EA,G,,1,0.04867,
ACETAMINOPHEN 500 MG SOFTGEL,70000050901,10/01/2020 12:00:00 AM,Y,EA,G,,1,0.04478,
ACETAMINOPHEN 500 MG TABLET,00536117201,01/01/2020 12:00:00 AM,Y,EA,G,,1,0.02676,
ACETAMINOPHEN 500 MG TABLET,00536117201,02/01/2020 12:00:00 AM,Y,EA,G,,1,0.02655,
